epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.868058579308646,6.6922775,0.7760000076293946,2.976000006713867
1,6.293677057538714,4.9349025,11.758000032348633,28.13200004272461
2,5.819442578724453,4.09272625,21.534000024414063,43.54399998657227
3,5.327181816101074,3.560815625,30.844000040283202,55.26400002441406
4,5.186472790581839,3.079831875,37.8820000402832,63.25799997558594
5,4.798085468155997,2.8578371875,41.63999995849609,66.94600001953125
6,4.862429005759103,2.59641875,46.74800000488281,72.12600011962891
7,4.487328256879534,2.408173125,49.76600002197266,74.57999998291015
8,4.4302288464137485,2.364605,51.03000006835938,75.79400004882812
9,4.383230004991804,2.3330640625,52.540000014648435,77.00800003173828
10,4.41606525012425,2.253531875,54.00000005859375,78.39200004882812
11,4.411261779921396,2.217378125,55.17200005371094,79.15200002441406
12,4.24686690739223,2.115615625,56.19000008544922,80.06400012207031
13,4.268963507243565,2.039508125,57.42199998291016,80.99799994873047
14,4.154909781047276,2.0863721875,56.890000107421876,80.59200006591797
15,4.1829988445554465,2.1171028125,57.698000053710935,81.08400009277344
16,4.202676330293928,1.9882103125,58.52399994628906,81.94199988769532
17,4.182026267051697,2.003089375,58.701999916992186,81.72800001464844
18,4.075457147189549,2.005884375,59.06600007080078,82.40199995849609
19,4.2628975595746725,1.84468375,60.62200012207031,83.62800001220702
20,4.0390093837465555,1.961255,59.79400001953125,82.97999985839844
21,4.076812710080828,1.889240625,60.74800009277344,83.73800005859376
22,4.089452368872506,1.8871746875,61.06600009521485,83.87000003417968
23,4.065173132078988,1.930940625,60.41999993896484,83.6399999560547
24,3.8776602063860213,1.80259625,61.76400008789062,84.31799998291015
25,3.8447601114000594,1.8987,61.097999936523436,83.91399993164063
26,3.777796285493033,1.80265625,62.38600003662109,84.85199995605468
27,3.926262446812221,1.8999525,61.48599999267578,84.07000005859375
28,4.002573898860386,1.7865109375,62.499999985351565,84.80200008544922
29,4.115135448319571,1.872004375,62.55399998535156,84.70600003173828
30,3.8171571833746776,1.846299375,62.64000000976562,84.81400003417968
31,4.068632824080331,1.8520325,62.4480000390625,84.72000003417969
32,3.9869699818747386,1.794178125,63.07600000732422,85.02399995361328
33,3.819185052599226,1.81567625,63.14800009033203,85.25600006103515
34,3.8024813617978777,1.78777,62.83400006835937,85.02800005615235
35,4.0929979256221225,1.8408909375,62.53000001708985,84.87800008300782
36,3.9378527232578824,1.7362403125,62.89200004394531,85.10400010742187
37,3.927307333265032,1.787465625,62.789999985351564,85.27600008300782
38,3.8775722980499268,1.7902375,63.51800005859375,85.50599997802735
39,4.019437858036587,1.776564375,63.74400009277344,85.55199998046875
40,3.8150133746010915,1.8051371875,63.283999985351564,85.21400000732422
41,3.816839797156198,1.7714746875,63.38999995849609,85.40800003173828
42,3.951421993119376,1.728658125,64.06000006103515,85.96600015625
43,3.7476703439440047,1.7238321875,63.902000014648436,85.77200002685547
44,3.846249290875026,1.7288703125,63.65200011230469,85.52000010986328
45,3.918413928576878,1.761135625,63.7080000390625,85.68000008544922
46,3.9170583997453963,1.8322178125,63.694000041503905,85.61600010742187
47,3.750047836984907,1.69883125,64.21000011230468,85.98799995117187
48,3.8096529756273543,1.7305971875,64.72200005859375,86.37999998046875
49,3.563637069293431,1.735879375,64.54599993408203,86.2500000048828
50,3.8415513208934238,1.857965,63.359999956054686,85.45999997070312
51,3.8013619695390974,1.785549375,64.14600002197265,85.93600002929688
52,3.802703653063093,1.7574525,64.34399993652343,86.01200003417969
53,3.9523863111223494,1.77114,63.89400013671875,85.75600002929687
54,3.8958998918533325,1.73784125,64.17400003173829,86.17999995117188
55,3.871528761727469,1.7333490625,64.37600005615235,86.21799998046875
56,3.8847499745232716,1.74898375,63.57800012451172,85.59399998535156
57,3.7975893190928867,1.6899046875,64.7139998828125,86.42400002685547
58,3.6230046238218034,1.75407625,63.89400006347656,86.07000000488281
59,3.8977643932615007,1.699950625,64.84800006591797,86.27800005371094
60,3.8846259117126465,1.781670625,64.38200000732422,86.21599995361328
61,3.7856684241976057,1.757680625,64.15000003417968,86.11999994628906
62,3.802701013428824,1.7702765625,63.77599992675781,85.71199998046875
63,3.8071971109935214,1.7480165625,64.4979999975586,86.21600010253906
64,3.7299352373395647,1.71355125,65.21600000976562,86.47000005126954
65,3.6771417004721507,1.696546875,65.22400006103516,86.75000003173828
66,3.785500475338527,1.7972046875,63.90199990722656,85.98600002441407
67,3.6934156928743636,1.7149653125,64.70800005859375,86.44600005859375
68,3.8158009392874583,1.6819375,64.98599993652344,86.70000005615235
69,3.6755560295922414,1.7235125,65.39199995605469,86.79600005615234
70,3.553271157400949,1.67864625,65.30599990234376,86.85400002441406
71,3.903769748551505,1.684695,64.71799997802735,86.50800012939453
72,3.9095733676637923,1.654248125,65.65599995605469,86.9400000805664
73,3.7690877062933787,1.688236875,64.63400001220703,86.33400010742187
74,3.847606522696359,1.749221875,64.88800000976562,86.38000005126953
75,3.7003382784979686,1.686850625,64.85199995605468,86.40600012939453
76,3.861925959587097,1.7602903125,64.78600006835937,86.75200013183594
77,3.7962978907993863,1.7638975,64.71000000732423,86.40000005615235
78,3.69626932484763,1.649941875,65.55599998046875,87.1420000024414
79,3.873891166278294,1.726423125,65.21600006591797,86.50400010742187
80,3.7640682629176547,1.7241178125,64.71800005126953,86.30800002441406
81,3.7176724331719533,1.844480625,64.7920000341797,86.34999997558593
82,3.8457538911274503,1.6891278125,65.52199997802734,86.89599994628907
83,3.660047616277422,1.718181875,65.39199995361328,86.83000005615234
84,3.7937613895961215,1.7509184375,64.20399999023438,86.02800010742187
85,3.756546974182129,1.76199,65.33399992675781,86.92000002685546
86,3.7243267808641707,1.7360640625,65.15200011230469,86.698
87,3.7132092714309692,1.681516875,64.93799998779296,86.54599992675782
88,3.5675311599458968,1.68651,65.70200002929687,86.93999994628906
89,3.8214191198349,1.6796140625,65.35999998291015,86.8039999243164
90,3.805525609425136,1.7582459375,65.15000003173829,86.53000010742187
91,3.7300264154161726,1.735348125,64.99400006835937,86.83799995605469
92,3.69423850945064,1.6506103125,66.1479999975586,87.19200018066407
93,3.745045747075762,1.710778125,65.17000003173828,86.74400003173828
94,3.6712587220328197,1.6093934375,66.39599998046874,87.60999989746094
95,3.658967750413077,1.81888125,65.04799994873046,86.70600010498048
96,3.86928459576198,1.699225,65.57600002929688,87.065999921875
97,3.8601413624627248,1.629073125,66.002,87.53799999511719
98,3.7449115685054233,1.773740625,64.38199993896484,86.26800000488281
99,3.77066661630358,1.638814375,65.93200002929687,87.38399997070313
100,3.7063095229012624,1.718024375,65.17400006347657,86.95600000488281
101,3.7089193548474992,1.803938125,64.13399995117187,86.318
102,3.6538329805646623,1.71673125,65.66199998291016,87.32799997314453
103,3.7921863964625766,1.84370875,64.46599993164062,86.60400004882813
104,3.8147201538085938,1.636934375,66.08399998535157,87.29000002929688
105,3.8476981776101247,1.8696728125,64.45600002685546,86.18999997558593
106,3.6543698481151035,1.700208125,65.59000003662109,87.02400002929687
107,3.8607559544699535,1.673653125,65.74599995605469,87.172
108,3.7790033987590244,1.68460375,65.71599999023438,87.12000010742187
109,3.756630999701364,1.79085125,64.92000008789063,86.68600010498047
110,3.7259620087487355,1.6548684375,66.26600006103516,87.50600005126954
111,3.602946605001177,1.7383003125,65.70000005615235,86.99400009765625
112,3.5978242669786726,1.76363,65.28800015625,86.77999997802735
113,3.848490442548479,1.7298025,65.46200003173828,86.914000078125
114,3.523068768637521,1.708291875,65.97799996826171,87.22999997070312
115,3.623282091958182,1.57449625,66.33800002441406,87.3899999951172
116,3.627514805112566,1.8215396875,64.982,86.69400012695313
117,3.779716730117798,1.726979375,65.64600003662109,87.30400002929687
118,3.5959352595465526,1.6879446875,65.23400000488282,86.77199999511718
119,3.6977332660130093,1.641993125,65.93800000732422,87.49999994628907
120,3.6938183648245677,1.61501,65.9000000024414,87.264000078125
121,3.628173623766218,1.620111875,66.15600003417968,87.78399989746094
122,3.7093072959354947,1.676675,66.63200005615235,87.93400012695312
123,3.749952725001744,1.65133125,66.42399999511719,87.52600001953125
124,3.733856882367815,1.768676875,65.66200005371094,87.22199986816406
125,3.622939246041434,1.6800409375,65.57399997314454,87.24599994628906
126,3.5433609996523177,1.6407375,66.63399998046874,87.95200005371093
127,3.530002440725054,1.672419375,66.28400011474609,87.63200002441407
128,3.711831637791225,1.7813990625,65.95400000488281,87.19999997802735
129,3.7182325465338573,1.712561875,65.68200006103515,87.25000010742187
130,3.4989366701671054,1.685858125,66.69200000488281,87.69200004882812
131,3.5672260182244435,1.664506875,66.1680000805664,87.54400005126953
132,3.7216275419507707,1.7161209375,65.66200004394531,87.04399995117187
133,3.5347243888037547,1.6261534375,65.6900000366211,86.96000005371094
134,3.521687592778887,1.5709259375,66.99599987792969,87.8200000024414
135,3.7027004616601125,1.7242215625,65.31800010986328,87.13000000488282
136,3.6671589272362843,1.657816875,66.27800002929688,87.42999987304688
137,3.6424354825701033,1.5801496875,66.90000005615235,88.09000015625
138,3.569697414125715,1.747229375,65.685999921875,87.36600004882813
139,3.7639572960989818,1.6418365625,66.72799996582032,87.528
140,3.652626258986337,1.5941421875,66.45600004394531,87.74000006103516
141,3.6838629756655012,1.6723803125,67.29400013427734,88.14800012451173
142,3.5742668424333846,1.683305625,66.59599997558594,87.54800015625
143,3.6923271928514754,1.6649890625,65.93600010742188,87.20199997070313
144,3.504801000867571,1.599263125,66.95600005615235,87.86599997558594
